transaction_id,date,time,customer_id,merchant_id,amount,currency,transaction_type,location,device_type,is_fraud
GB_00000097,2023-06-01,04:51:00,3075,272,40.12,EUR,POS,US-CA,pos_terminal,0
GB_00000098,2023-06-01,04:54:00,2112,612,13.98,GBP,ONLINE,UK-LON,pos_terminal,0
GB_00000099,2023-06-01,04:57:00,8503,184,63.69,GBP,POS,FR-PAR,mobile,0
GB_00000100,2023-06-01,05:00:00,4152,457,110.39,EUR,WIRE,JP-TOK,atm,0
GB_00000101,2023-06-01,05:03:00,1326,520,49.17,GBP,MOBILE,UK-LON,atm,0
GB_00000102,2023-06-01,05:06:00,9589,835,13.1,USD,ONLINE,JP-TOK,desktop,0
GB_00000103,2023-06-01,05:09:00,3366,784,31.86,USD,MOBILE,UK-LON,pos_terminal,0
GB_00000104,2023-06-01,05:12:00,4985,158,317.72,USD,WIRE,DE-BER,tablet,0
GB_00000105,2023-06-01,05:15:00,1521,970,56.2,JPY,POS,US-CA,tablet,0
GB_00000106,2023-06-01,05:18:00,6543,853,40.9,GBP,POS,US-CA,atm,0
GB_00000107,2023-06-01,05:21:00,5742,471,89.83,GBP,MOBILE,FR-PAR,atm,0
GB_00000108,2023-06-01,05:24:00,9232,807,4.18,USD,ATM,AU-SYD,desktop,0
GB_00000109,2023-06-01,05:27:00,1371,535,15.58,JPY,ONLINE,JP-TOK,atm,0
GB_00000110,2023-06-01,05:30:00,1227,618,121.9,JPY,ATM,JP-TOK,pos_terminal,0
GB_00000111,2023-06-01,05:33:00,4054,777,16.22,USD,WIRE,US-NY,tablet,0
GB_00000112,2023-06-01,05:36:00,9349,358,9.88,JPY,ATM,DE-BER,tablet,0
GB_00000113,2023-06-01,05:39:00,3904,509,31.26,GBP,MOBILE,US-CA,tablet,0
GB_00000114,2023-06-01,05:42:00,9721,528,13.56,GBP,ONLINE,AU-SYD,mobile,0
GB_00000115,2023-06-01,05:45:00,8128,510,28.33,GBP,ATM,UK-LON,desktop,0
GB_00000116,2023-06-01,05:48:00,2325,544,26.21,JPY,WIRE,US-CA,atm,0
GB_00000117,2023-06-01,05:51:00,2432,645,22.43,USD,ONLINE,JP-TOK,mobile,0
GB_00000118,2023-06-01,05:54:00,6760,857,9.83,JPY,POS,DE-BER,desktop,1
GB_00000119,2023-06-01,05:57:00,7533,954,80.26,GBP,POS,DE-BER,mobile,0
GB_00000120,2023-06-01,06:00:00,4498,350,3.39,EUR,ATM,JP-TOK,atm,0
GB_00000121,2023-06-01,06:03:00,9152,137,56.27,JPY,ATM,DE-BER,mobile,0
GB_00000122,2023-06-01,06:06:00,6591,584,274.42,EUR,ATM,FR-PAR,mobile,0
GB_00000123,2023-06-01,06:09:00,7180,278,27.35,USD,POS,FR-PAR,tablet,0
GB_00000124,2023-06-01,06:12:00,7584,719,111.64,EUR,POS,US-CA,atm,0
GB_00000125,2023-06-01,06:15:00,7820,151,22.74,JPY,MOBILE,FR-PAR,desktop,0
GB_00000126,2023-06-01,06:18:00,6618,794,31.77,JPY,ATM,US-NY,atm,0
GB_00000127,2023-06-01,06:21:00,4290,986,97.87,USD,POS,JP-TOK,desktop,0
GB_00000128,2023-06-01,06:24:00,8852,790,138.31,JPY,WIRE,FR-PAR,atm,0
GB_00000129,2023-06-01,06:27:00,6828,359,40.78,JPY,WIRE,UK-LON,pos_terminal,0
GB_00000130,2023-06-01,06:30:00,5626,253,110.75,JPY,MOBILE,US-NY,desktop,0
GB_00000131,2023-06-01,06:33:00,8250,587,19.45,USD,ONLINE,JP-TOK,atm,1
GB_00000132,2023-06-01,06:36:00,9425,761,24.0,USD,WIRE,DE-BER,pos_terminal,0
GB_00000133,2023-06-01,06:39:00,8300,985,78.66,GBP,WIRE,FR-PAR,pos_terminal,0
GB_00000134,2023-06-01,06:42:00,9354,366,16.42,GBP,POS,JP-TOK,desktop,0
GB_00000135,2023-06-01,06:45:00,5367,367,16.98,EUR,ONLINE,AU-SYD,tablet,0
GB_00000136,2023-06-01,06:48:00,1955,534,70.42,USD,POS,AU-SYD,mobile,0
GB_00000137,2023-06-01,06:51:00,6254,368,19.14,EUR,WIRE,UK-LON,mobile,0
GB_00000138,2023-06-01,06:54:00,2209,868,197.0,GBP,MOBILE,AU-SYD,atm,0
GB_00000139,2023-06-01,06:57:00,7812,541,11.78,GBP,MOBILE,FR-PAR,desktop,0
GB_00000140,2023-06-01,07:00:00,4258,526,44.29,JPY,ATM,US-CA,desktop,0
GB_00000141,2023-06-01,07:03:00,1384,807,9.23,EUR,ATM,JP-TOK,pos_terminal,0
GB_00000142,2023-06-01,07:06:00,4762,198,52.81,GBP,ONLINE,FR-PAR,pos_terminal,0
GB_00000143,2023-06-01,07:09:00,3969,469,25.49,EUR,ONLINE,US-NY,tablet,0
GB_00000144,2023-06-01,07:12:00,9923,491,18.25,EUR,ONLINE,AU-SYD,desktop,0
GB_00000145,2023-06-01,07:15:00,6000,313,16.24,USD,POS,US-NY,tablet,0
GB_00000146,2023-06-01,07:18:00,6560,393,123.05,JPY,ONLINE,FR-PAR,atm,0
GB_00000147,2023-06-01,07:21:00,3217,958,807.57,GBP,MOBILE,US-NY,mobile,0
GB_00000148,2023-06-01,07:24:00,9797,498,343.36,GBP,WIRE,DE-BER,pos_terminal,0
GB_00000149,2023-06-01,07:27:00,3787,285,206.12,USD,WIRE,US-NY,tablet,1
GB_00000150,2023-06-01,07:30:00,8270,987,14.77,USD,ATM,US-NY,pos_terminal,0
GB_00000151,2023-06-01,07:33:00,8575,403,53.09,GBP,ATM,AU-SYD,pos_terminal,0
GB_00000152,2023-06-01,07:36:00,4216,597,3.5,JPY,WIRE,FR-PAR,pos_terminal,0
GB_00000153,2023-06-01,07:39:00,6838,648,149.8,JPY,POS,FR-PAR,desktop,0
GB_00000154,2023-06-01,07:42:00,5527,798,20.86,JPY,MOBILE,JP-TOK,tablet,0
GB_00000155,2023-06-01,07:45:00,9063,737,36.1,JPY,POS,JP-TOK,tablet,0
GB_00000156,2023-06-01,07:48:00,6371,736,11.87,GBP,POS,AU-SYD,atm,0
GB_00000157,2023-06-01,07:51:00,6870,229,13.17,EUR,ONLINE,US-CA,tablet,0
GB_00000158,2023-06-01,07:54:00,4815,150,110.87,GBP,ATM,US-CA,pos_terminal,0
GB_00000159,2023-06-01,07:57:00,1741,948,18.96,GBP,WIRE,JP-TOK,tablet,0
GB_00000160,2023-06-01,08:00:00,5468,468,168.04,GBP,MOBILE,AU-SYD,desktop,0
GB_00000161,2023-06-01,08:03:00,7757,370,42.19,JPY,ONLINE,AU-SYD,desktop,0
GB_00000162,2023-06-01,08:06:00,8676,440,47.6,JPY,WIRE,DE-BER,pos_terminal,0
GB_00000163,2023-06-01,08:09:00,6502,709,56.22,GBP,MOBILE,FR-PAR,pos_terminal,0
GB_00000164,2023-06-01,08:12:00,6700,526,40.02,JPY,WIRE,DE-BER,tablet,0
GB_00000165,2023-06-01,08:15:00,4595,146,71.69,EUR,POS,UK-LON,pos_terminal,1
GB_00000166,2023-06-01,08:18:00,9346,439,29.91,USD,ONLINE,JP-TOK,desktop,0
GB_00000167,2023-06-01,08:21:00,4802,763,30.25,JPY,POS,AU-SYD,pos_terminal,0
GB_00000168,2023-06-01,08:24:00,6564,411,25.47,USD,MOBILE,JP-TOK,atm,0
GB_00000169,2023-06-01,08:27:00,3754,957,54.69,JPY,WIRE,FR-PAR,desktop,0
GB_00000170,2023-06-01,08:30:00,5576,164,112.14,JPY,ONLINE,AU-SYD,desktop,0
GB_00000171,2023-06-01,08:33:00,8447,790,12.41,EUR,POS,US-CA,mobile,1
GB_00000172,2023-06-01,08:36:00,3042,401,46.12,USD,POS,JP-TOK,pos_terminal,0
GB_00000173,2023-06-01,08:39:00,9575,214,38.43,EUR,POS,AU-SYD,mobile,0
GB_00000174,2023-06-01,08:42:00,8022,316,78.16,JPY,MOBILE,AU-SYD,mobile,0
GB_00000175,2023-06-01,08:45:00,4718,850,12.21,EUR,WIRE,FR-PAR,mobile,0
GB_00000176,2023-06-01,08:48:00,1879,879,11.87,JPY,MOBILE,US-CA,tablet,0
GB_00000177,2023-06-01,08:51:00,4680,946,72.91,GBP,ONLINE,FR-PAR,mobile,0
GB_00000178,2023-06-01,08:54:00,6084,959,24.89,GBP,MOBILE,US-CA,desktop,0
GB_00000179,2023-06-01,08:57:00,3632,578,13.31,JPY,WIRE,US-NY,mobile,0
GB_00000180,2023-06-01,09:00:00,5565,199,23.0,EUR,MOBILE,US-NY,tablet,0
GB_00000181,2023-06-01,09:03:00,4051,475,70.01,USD,POS,US-NY,atm,0
GB_00000182,2023-06-01,09:06:00,3462,542,18.16,EUR,ATM,FR-PAR,mobile,0
GB_00000183,2023-06-01,09:09:00,4847,735,140.66,USD,WIRE,US-NY,atm,0
GB_00000184,2023-06-01,09:12:00,7685,911,7.96,USD,ONLINE,US-NY,pos_terminal,0
GB_00000185,2023-06-01,09:15:00,4649,377,29.5,USD,ATM,US-CA,pos_terminal,0
GB_00000186,2023-06-01,09:18:00,2155,852,30.6,JPY,WIRE,DE-BER,desktop,0
GB_00000187,2023-06-01,09:21:00,9282,219,63.79,USD,ATM,US-NY,mobile,1
GB_00000188,2023-06-01,09:24:00,6965,585,188.01,JPY,MOBILE,US-CA,pos_terminal,0
GB_00000189,2023-06-01,09:27:00,5165,702,28.52,USD,ONLINE,AU-SYD,atm,0
GB_00000190,2023-06-01,09:30:00,5802,114,69.33,JPY,POS,US-CA,tablet,0
GB_00000191,2023-06-01,09:33:00,3794,190,22.24,GBP,ONLINE,FR-PAR,mobile,0
GB_00000192,2023-06-01,09:36:00,3216,832,31.54,EUR,ATM,US-NY,tablet,0
GB_00000193,2023-06-01,09:39:00,4176,120,38.04,JPY,ONLINE,US-CA,mobile,0
GB_00000194,2023-06-01,09:42:00,4718,514,117.13,JPY,ONLINE,FR-PAR,atm,0
GB_00000195,2023-06-01,09:45:00,3729,152,11.83,USD,WIRE,US-CA,desktop,0
GB_00000196,2023-06-01,09:48:00,7218,947,92.59,GBP,POS,US-CA,pos_terminal,0
GB_00000197,2023-06-01,09:51:00,5623,222,46.81,JPY,POS,AU-SYD,desktop,0
GB_00000198,2023-06-01,09:54:00,9936,497,109.7,GBP,MOBILE,US-CA,pos_terminal,0
GB_00000199,2023-06-01,09:57:00,5515,968,55.41,JPY,WIRE,US-CA,tablet,0
GB_00000200,2023-06-01,10:00:00,3701,323,80.0,GBP,ONLINE,UK-LON,desktop,0
GB_00000201,2023-06-01,10:03:00,6684,208,24.03,EUR,ATM,US-CA,pos_terminal,0
GB_00000202,2023-06-01,10:06:00,6835,395,32.51,JPY,ATM,JP-TOK,atm,0
GB_00000203,2023-06-01,10:09:00,9778,981,13.02,USD,ATM,US-CA,mobile,0
GB_00000204,2023-06-01,10:12:00,6634,973,97.79,JPY,POS,US-NY,atm,0
GB_00000205,2023-06-01,10:15:00,2521,262,15.68,GBP,MOBILE,JP-TOK,mobile,0
GB_00000206,2023-06-01,10:18:00,4204,556,182.02,USD,POS,US-NY,atm,0
GB_00000207,2023-06-01,10:21:00,7472,331,49.5,GBP,WIRE,DE-BER,desktop,0
GB_00000208,2023-06-01,10:24:00,9688,476,30.06,EUR,WIRE,JP-TOK,tablet,0
GB_00000209,2023-06-01,10:27:00,5454,617,21.98,GBP,WIRE,AU-SYD,tablet,0
GB_00000210,2023-06-01,10:30:00,7216,495,115.46,GBP,POS,US-NY,desktop,0
GB_00000211,2023-06-01,10:33:00,1362,925,51.71,USD,MOBILE,DE-BER,desktop,0
GB_00000212,2023-06-01,10:36:00,3772,915,25.74,GBP,POS,UK-LON,mobile,0
GB_00000213,2023-06-01,10:39:00,1885,930,4.33,GBP,ATM,FR-PAR,atm,0
GB_00000214,2023-06-01,10:42:00,2690,620,74.9,USD,WIRE,US-CA,pos_terminal,0
GB_00000215,2023-06-01,10:45:00,2250,135,285.99,USD,POS,UK-LON,atm,0
GB_00000216,2023-06-01,10:48:00,5988,132,63.79,GBP,WIRE,FR-PAR,desktop,0
GB_00000217,2023-06-01,10:51:00,4138,689,36.1,JPY,POS,DE-BER,pos_terminal,0
GB_00000218,2023-06-01,10:54:00,8271,696,23.98,JPY,WIRE,AU-SYD,atm,0
GB_00000219,2023-06-01,10:57:00,8873,568,55.62,JPY,ONLINE,JP-TOK,pos_terminal,0
GB_00000220,2023-06-01,11:00:00,4212,559,17.03,USD,WIRE,AU-SYD,tablet,0
GB_00000221,2023-06-01,11:03:00,4985,199,23.99,EUR,ATM,AU-SYD,pos_terminal,0
GB_00000222,2023-06-01,11:06:00,4177,694,84.68,EUR,POS,AU-SYD,pos_terminal,0
GB_00000223,2023-06-01,11:09:00,5386,929,24.89,USD,ONLINE,UK-LON,pos_terminal,0
GB_00000224,2023-06-01,11:12:00,7717,694,61.62,GBP,WIRE,JP-TOK,tablet,0
GB_00000225,2023-06-01,11:15:00,6605,246,333.49,JPY,MOBILE,UK-LON,pos_terminal,1
GB_00000226,2023-06-01,11:18:00,9789,408,81.3,GBP,POS,US-CA,pos_terminal,0
GB_00000227,2023-06-01,11:21:00,1384,772,16.52,GBP,POS,FR-PAR,pos_terminal,0
GB_00000228,2023-06-01,11:24:00,8608,907,60.56,EUR,ATM,FR-PAR,mobile,0
GB_00000229,2023-06-01,11:27:00,3702,596,27.07,EUR,MOBILE,US-CA,pos_terminal,0
GB_00000230,2023-06-01,11:30:00,9560,791,39.72,JPY,POS,AU-SYD,pos_terminal,1
GB_00000231,2023-06-01,11:33:00,4613,781,25.1,JPY,ATM,UK-LON,pos_terminal,0
GB_00000232,2023-06-01,11:36:00,9252,706,5.79,GBP,MOBILE,JP-TOK,mobile,0
GB_00000233,2023-06-01,11:39:00,2490,570,40.75,JPY,ONLINE,DE-BER,desktop,0
GB_00000234,2023-06-01,11:42:00,7935,668,47.57,EUR,ATM,JP-TOK,pos_terminal,0
GB_00000235,2023-06-01,11:45:00,8312,149,35.9,JPY,POS,JP-TOK,tablet,0
GB_00000236,2023-06-01,11:48:00,2979,985,17.21,GBP,MOBILE,FR-PAR,mobile,0
GB_00000237,2023-06-01,11:51:00,6943,656,73.14,JPY,ONLINE,US-NY,desktop,0
GB_00000238,2023-06-01,11:54:00,1741,487,67.9,GBP,WIRE,AU-SYD,desktop,0
GB_00000239,2023-06-01,11:57:00,4897,305,86.23,EUR,MOBILE,US-CA,atm,0
GB_00000240,2023-06-01,12:00:00,4974,872,70.12,JPY,WIRE,AU-SYD,atm,0
GB_00000241,2023-06-01,12:03:00,5035,298,91.46,GBP,ATM,DE-BER,desktop,0
GB_00000242,2023-06-01,12:06:00,3057,898,20.24,JPY,ONLINE,DE-BER,mobile,0
GB_00000243,2023-06-01,12:09:00,5299,420,134.74,GBP,ATM,UK-LON,mobile,0
GB_00000244,2023-06-01,12:12:00,6794,791,5.91,JPY,ATM,US-NY,tablet,0
GB_00000245,2023-06-01,12:15:00,3449,748,19.01,USD,WIRE,JP-TOK,mobile,0
GB_00000246,2023-06-01,12:18:00,1027,816,7.8,GBP,POS,DE-BER,tablet,0
GB_00000247,2023-06-01,12:21:00,7013,397,40.61,JPY,ONLINE,US-CA,mobile,0
GB_00000248,2023-06-01,12:24:00,6171,939,35.09,EUR,MOBILE,JP-TOK,mobile,0
GB_00000249,2023-06-01,12:27:00,4947,319,28.67,EUR,POS,DE-BER,desktop,0
GB_00000250,2023-06-01,12:30:00,3578,664,4.06,JPY,ATM,US-CA,desktop,0
GB_00000251,2023-06-01,12:33:00,1958,368,21.35,GBP,POS,AU-SYD,pos_terminal,0
GB_00000252,2023-06-01,12:36:00,4239,868,64.27,USD,WIRE,US-NY,mobile,0
GB_00000253,2023-06-01,12:39:00,3992,912,384.79,USD,ATM,US-NY,pos_terminal,0
GB_00000254,2023-06-01,12:42:00,9017,924,28.77,USD,WIRE,UK-LON,atm,0
GB_00000255,2023-06-01,12:45:00,4173,610,74.42,EUR,MOBILE,UK-LON,desktop,0
GB_00000256,2023-06-01,12:48:00,9139,141,49.02,USD,MOBILE,US-NY,pos_terminal,0
GB_00000257,2023-06-01,12:51:00,5180,291,11.96,EUR,ATM,UK-LON,atm,0
GB_00000258,2023-06-01,12:54:00,2980,889,106.53,GBP,POS,AU-SYD,tablet,0
GB_00000259,2023-06-01,12:57:00,3046,923,78.82,GBP,WIRE,AU-SYD,mobile,0
GB_00000260,2023-06-01,13:00:00,3875,674,18.03,EUR,MOBILE,JP-TOK,tablet,0
GB_00000261,2023-06-01,13:03:00,3901,776,115.71,GBP,WIRE,US-CA,mobile,0
GB_00000262,2023-06-01,13:06:00,1326,848,71.28,GBP,ATM,FR-PAR,tablet,0
GB_00000263,2023-06-01,13:09:00,7443,448,45.87,JPY,WIRE,UK-LON,desktop,0
GB_00000264,2023-06-01,13:12:00,9177,664,138.25,EUR,MOBILE,AU-SYD,pos_terminal,0
GB_00000265,2023-06-01,13:15:00,2130,719,58.08,JPY,ONLINE,DE-BER,atm,0
GB_00000266,2023-06-01,13:18:00,3873,195,15.32,JPY,ONLINE,US-NY,mobile,0
GB_00000267,2023-06-01,13:21:00,6408,663,10.27,EUR,ONLINE,JP-TOK,tablet,0
GB_00000268,2023-06-01,13:24:00,5415,475,56.56,USD,MOBILE,AU-SYD,pos_terminal,0
GB_00000269,2023-06-01,13:27:00,7597,110,62.73,USD,WIRE,US-CA,tablet,0
GB_00000270,2023-06-01,13:30:00,8379,241,38.18,EUR,POS,US-CA,tablet,0
GB_00000271,2023-06-01,13:33:00,6267,144,11.32,EUR,WIRE,JP-TOK,mobile,0
GB_00000272,2023-06-01,13:36:00,7750,667,44.19,USD,WIRE,AU-SYD,desktop,0
GB_00000273,2023-06-01,13:39:00,8437,692,203.28,USD,MOBILE,US-NY,mobile,0
GB_00000274,2023-06-01,13:42:00,7657,171,13.94,USD,ATM,FR-PAR,desktop,0
GB_00000275,2023-06-01,13:45:00,5407,191,41.8,EUR,MOBILE,DE-BER,pos_terminal,0
GB_00000276,2023-06-01,13:48:00,5189,946,43.95,EUR,MOBILE,FR-PAR,mobile,0
