transaction_id,timestamp,from_account,to_account,amount,transaction_type,is_fraud,is_flagged_fraud
TXN_00000312,2023-01-02 02:00:00,64019,93164,47.35,CASH_OUT,0,0
TXN_00000313,2023-01-02 02:05:00,43265,81550,40.61,TRANSFER,0,0
TXN_00000314,2023-01-02 02:10:00,89409,60990,86.32,DEBIT,0,0
TXN_00000315,2023-01-02 02:15:00,26296,53950,4464.33,CASH_OUT,0,0
TXN_00000316,2023-01-02 02:20:00,66924,41497,80.83,CASH_IN,0,0
TXN_00000317,2023-01-02 02:25:00,67543,95157,329.91,PAYMENT,0,0
TXN_00000318,2023-01-02 02:30:00,36799,32087,158.54,PAYMENT,0,0
TXN_00000319,2023-01-02 02:35:00,23172,44517,8.26,TRANSFER,0,0
TXN_00000320,2023-01-02 02:40:00,88961,59188,94.61,DEBIT,0,0
TXN_00000321,2023-01-02 02:45:00,31426,73118,2193.0,DEBIT,0,0
TXN_00000322,2023-01-02 02:50:00,98447,45323,30.0,CASH_OUT,0,0
TXN_00000323,2023-01-02 02:55:00,69797,81529,122.4,CASH_OUT,0,0
TXN_00000324,2023-01-02 03:00:00,69506,41481,298.56,PAYMENT,0,0
TXN_00000325,2023-01-02 03:05:00,97189,35708,3117.18,DEBIT,0,0
TXN_00000326,2023-01-02 03:10:00,95255,80831,125.03,CASH_OUT,0,0
TXN_00000327,2023-01-02 03:15:00,38081,99146,252.01,DEBIT,0,0
TXN_00000328,2023-01-02 03:20:00,65403,43033,21.56,CASH_OUT,0,0
