transaction_id,timestamp,customer_id,merchant_id,amount,category,fraud_label
SYN-000080,2026-08-28 08:23:31.327918,CUST-0445,MERCH-067,7.91,travel,0
SYN-000081,2026-08-26 19:03:31.327919,CUST-0040,MERCH-063,3.93,digital,0
SYN-000082,2026-08-26 17:10:31.327919,CUST-0395,MERCH-000,6.99,groceries,0
SYN-000083,2026-08-27 17:46:31.327920,CUST-0476,MERCH-088,91.58,groceries,0
SYN-000084,2026-08-29 01:58:31.327921,CUST-0472,MERCH-025,27.98,groceries,0
SYN-000085,2026-08-31 07:32:31.327922,CUST-0114,MERCH-010,15.37,gaming,0
SYN-000086,2026-09-01 16:50:31.327923,CUST-0099,MERCH-086,24.64,gaming,0
SYN-000087,2026-08-27 04:28:31.327924,CUST-0372,MERCH-001,39.65,gaming,0
SYN-000088,2026-08-30 23:06:31.327924,CUST-0437,MERCH-082,43.75,travel,0
SYN-000089,2026-08-28 22:51:31.327925,CUST-0344,MERCH-092,24.99,groceries,0
SYN-000090,2026-08-31 08:07:31.327926,CUST-0348,MERCH-039,80.06,gaming,0
SYN-000091,2026-08-30 20:59:31.327927,CUST-0138,MERCH-003,7.61,retail,0
SYN-000092,2026-08-26 00:27:31.327928,CUST-0315,MERCH-079,14.14,retail,0
SYN-000093,2026-08-29 02:16:31.327929,CUST-0323,MERCH-036,64.73,retail,0
SYN-000094,2026-08-28 20:16:31.327930,CUST-0333,MERCH-060,52.27,groceries,0
SYN-000095,2026-08-28 01:38:31.327930,CUST-0301,MERCH-090,29.1,digital,0
SYN-000096,2026-09-01 11:23:31.327931,CUST-0293,MERCH-004,207.45745283989368,travel,1
SYN-000097,2026-08-28 15:42:31.327932,CUST-0444,MERCH-014,44.15,retail,0
SYN-000098,2026-08-30 06:33:31.327933,CUST-0016,MERCH-086,8.09,retail,0
SYN-000099,2026-08-28 10:50:31.327934,CUST-0321,MERCH-066,1093.1472016145576,gaming,1
SYN-000100,2026-08-30 14:15:31.327935,CUST-0455,MERCH-081,91.99,digital,0
SYN-000101,2026-08-28 09:16:31.327935,CUST-0291,MERCH-025,11.29,retail,0
SYN-000102,2026-08-26 22:02:31.327936,CUST-0073,MERCH-005,3097.758261611361,travel,1
SYN-000103,2026-08-30 14:10:31.327937,CUST-0262,MERCH-043,7.41,digital,0
SYN-000104,2026-08-27 17:39:31.327938,CUST-0483,MERCH-057,16.63,dining,0
SYN-000105,2026-08-31 01:00:31.327939,CUST-0015,MERCH-080,16.22,travel,0
SYN-000106,2026-08-26 11:58:31.327940,CUST-0013,MERCH-045,18.1,travel,0
SYN-000107,2026-08-30 20:23:31.327940,CUST-0335,MERCH-041,83.5,groceries,0
SYN-000108,2026-08-27 02:00:31.327941,CUST-0280,MERCH-047,31.12,dining,0
SYN-000109,2026-08-25 23:12:31.327943,CUST-0360,MERCH-026,8.75,dining,0
SYN-000110,2026-08-29 05:38:31.327943,CUST-0003,MERCH-019,22.4,digital,0
SYN-000111,2026-08-27 02:44:31.327944,CUST-0412,MERCH-069,38.99,retail,0
SYN-000112,2026-08-30 01:54:31.327945,CUST-0126,MERCH-034,33.81,dining,0
SYN-000113,2026-09-01 00:46:31.327946,CUST-0311,MERCH-075,68.18,digital,0
SYN-000114,2026-08-27 14:49:31.327947,CUST-0005,MERCH-047,21.96,dining,0
SYN-000115,2026-09-01 09:32:31.327948,CUST-0128,MERCH-066,44.68,gaming,0
SYN-000116,2026-08-27 22:44:31.327948,CUST-0422,MERCH-067,17.42,travel,0
SYN-000117,2026-08-26 10:52:31.327949,CUST-0384,MERCH-051,10.52,gaming,0
SYN-000118,2026-08-27 22:16:31.327950,CUST-0370,MERCH-067,6.41,dining,0
SYN-000119,2026-08-29 15:06:31.327951,CUST-0231,MERCH-003,96.21,retail,0
SYN-000120,2026-09-01 14:28:31.327952,CUST-0446,MERCH-038,4.44,digital,0
SYN-000121,2026-08-29 04:20:31.327953,CUST-0312,MERCH-020,304.70052565067783,retail,1
SYN-000122,2026-08-28 14:17:31.327953,CUST-0194,MERCH-065,30.25,groceries,0
SYN-000123,2026-08-27 09:13:31.327954,CUST-0064,MERCH-015,7.53,retail,0
SYN-000124,2026-08-27 20:39:31.327955,CUST-0320,MERCH-006,49.45,retail,0
SYN-000125,2026-08-31 17:10:31.327956,CUST-0102,MERCH-082,5.2,digital,0
SYN-000126,2026-08-27 06:56:31.327957,CUST-0276,MERCH-096,11.25,gaming,0
SYN-000127,2026-09-01 03:31:31.327958,CUST-0492,MERCH-008,647.3192858103833,travel,1
SYN-000128,2026-08-30 19:24:31.327958,CUST-0157,MERCH-016,5.47,gaming,0
SYN-000129,2026-08-27 14:26:31.327960,CUST-0223,MERCH-090,45.47,dining,0
SYN-000130,2026-08-26 15:59:31.327960,CUST-0288,MERCH-096,61.3,dining,0
SYN-000131,2026-08-29 04:38:31.327961,CUST-0431,MERCH-011,58.74,digital,0
SYN-000132,2026-08-28 13:35:31.327962,CUST-0277,MERCH-056,29.21,digital,0
SYN-000133,2026-08-31 12:37:31.327964,CUST-0477,MERCH-044,8.68,gaming,0
SYN-000134,2026-08-27 11:40:31.327965,CUST-0181,MERCH-010,7.46,travel,0
SYN-000135,2026-08-28 07:40:31.327966,CUST-0365,MERCH-012,12.14,travel,0
SYN-000136,2026-08-27 23:02:31.327966,CUST-0003,MERCH-030,0.94,groceries,0
SYN-000137,2026-08-31 13:56:31.327967,CUST-0214,MERCH-076,20.56,dining,0
SYN-000138,2026-08-30 11:52:31.327968,CUST-0438,MERCH-025,17.9,dining,0
SYN-000139,2026-08-29 12:38:31.327969,CUST-0427,MERCH-062,21.67,groceries,0
SYN-000140,2026-09-01 00:15:31.327970,CUST-0216,MERCH-030,15.8,digital,0
SYN-000141,2026-08-28 02:46:31.327970,CUST-0395,MERCH-021,23.97,dining,0
SYN-000142,2026-08-25 20:40:31.327971,CUST-0208,MERCH-005,21.74,retail,0
SYN-000143,2026-08-30 13:17:31.327972,CUST-0462,MERCH-019,4.66,digital,0
SYN-000144,2026-08-28 15:19:31.327973,CUST-0073,MERCH-084,26.57,digital,0
SYN-000145,2026-08-25 22:45:31.327974,CUST-0226,MERCH-009,19.67,travel,0
SYN-000146,2026-08-30 21:01:31.327975,CUST-0374,MERCH-082,3.58,gaming,0
SYN-000147,2026-08-30 05:27:31.327975,CUST-0499,MERCH-034,49.15,groceries,0
SYN-000148,2026-08-26 02:39:31.327976,CUST-0435,MERCH-025,14.91,gaming,0
SYN-000149,2026-08-28 23:04:31.327977,CUST-0092,MERCH-070,37.93,gaming,0
SYN-000150,2026-08-31 14:11:31.327978,CUST-0459,MERCH-036,19.22,digital,0
SYN-000151,2026-08-25 23:53:31.327979,CUST-0064,MERCH-007,3.39,travel,0
SYN-000152,2026-08-28 20:42:31.327980,CUST-0320,MERCH-004,25.8,retail,0
SYN-000153,2026-08-27 14:42:31.327981,CUST-0009,MERCH-043,33.0,retail,0
SYN-000154,2026-08-31 20:08:31.327982,CUST-0401,MERCH-099,64.75,dining,0
SYN-000155,2026-08-28 00:58:31.327982,CUST-0302,MERCH-091,50.35,groceries,0
SYN-000156,2026-08-28 16:10:31.327983,CUST-0321,MERCH-066,66.57,groceries,0
SYN-000157,2026-08-26 04:00:31.327984,CUST-0304,MERCH-071,41.94,travel,0
SYN-000158,2026-08-27 12:28:31.327985,CUST-0455,MERCH-078,12.28,dining,0
SYN-000159,2026-08-26 13:33:31.327986,CUST-0277,MERCH-090,12.58,gaming,0
SYN-000160,2026-08-28 20:59:31.327986,CUST-0085,MERCH-048,54.0,groceries,0
SYN-000161,2026-08-28 21:44:31.327987,CUST-0025,MERCH-035,13.62,dining,0
SYN-000162,2026-08-29 16:21:31.327988,CUST-0217,MERCH-079,34.12,travel,0
SYN-000163,2026-08-30 03:26:31.327989,CUST-0392,MERCH-025,110.98,dining,0
SYN-000164,2026-09-01 06:51:31.327990,CUST-0404,MERCH-044,10.83,digital,0
SYN-000165,2026-08-31 08:36:31.327991,CUST-0094,MERCH-060,41.61,digital,0
SYN-000166,2026-08-27 04:40:31.327991,CUST-0243,MERCH-043,9.0,digital,0
SYN-000167,2026-08-31 16:59:31.327992,CUST-0446,MERCH-003,36.1,digital,0
SYN-000168,2026-08-30 10:50:31.327993,CUST-0106,MERCH-075,100.86,retail,0
SYN-000169,2026-08-30 03:11:31.327994,CUST-0389,MERCH-080,76.61,gaming,0
SYN-000170,2026-08-29 02:42:31.327995,CUST-0247,MERCH-057,13.67,retail,0
SYN-000171,2026-08-31 11:01:31.327995,CUST-0013,MERCH-025,96.91,groceries,0
SYN-000172,2026-08-28 04:09:31.327996,CUST-0160,MERCH-094,16.04,retail,0
SYN-000173,2026-08-31 20:23:31.327997,CUST-0070,MERCH-078,198.04,gaming,0
SYN-000174,2026-08-30 06:13:31.327998,CUST-0151,MERCH-097,20.75,dining,0
SYN-000175,2026-08-27 12:00:31.327999,CUST-0456,MERCH-028,38.97,dining,0
SYN-000176,2026-08-27 16:34:31.328000,CUST-0074,MERCH-008,37.8,retail,0
SYN-000177,2026-08-31 14:38:31.328001,CUST-0375,MERCH-077,103.34907192679363,dining,1
SYN-000178,2026-08-30 04:18:31.328001,CUST-0214,MERCH-035,79.54,gaming,0
SYN-000179,2026-09-01 06:16:31.328002,CUST-0367,MERCH-003,25.02,groceries,0
SYN-000180,2026-08-29 10:57:31.328003,CUST-0050,MERCH-058,11.52,travel,0
SYN-000181,2026-09-01 03:40:31.328004,CUST-0385,MERCH-036,9.48,retail,0
SYN-000182,2026-08-27 01:50:31.328005,CUST-0142,MERCH-087,10.99,digital,0
SYN-000183,2026-08-28 16:19:31.328005,CUST-0418,MERCH-080,18.6,dining,0
SYN-000184,2026-08-27 14:42:31.328006,CUST-0035,MERCH-012,6.91,dining,0
SYN-000185,2026-08-28 05:06:31.328007,CUST-0499,MERCH-019,8.88,travel,0
SYN-000186,2026-08-29 02:25:31.328008,CUST-0373,MERCH-016,3.57,groceries,0
SYN-000187,2026-08-29 03:42:31.328009,CUST-0475,MERCH-050,8.94,dining,0
SYN-000188,2026-08-31 13:27:31.328010,CUST-0166,MERCH-090,78.6,digital,0
SYN-000189,2026-08-28 17:23:31.328010,CUST-0235,MERCH-054,66.77,travel,0
SYN-000190,2026-08-25 20:29:31.328011,CUST-0259,MERCH-032,26.31,dining,0
SYN-000191,2026-08-28 21:39:31.328012,CUST-0191,MERCH-020,165.06,gaming,0
SYN-000192,2026-08-29 07:43:31.328013,CUST-0201,MERCH-080,67.68,gaming,0
SYN-000193,2026-08-30 07:24:31.328014,CUST-0261,MERCH-021,31.02,digital,0
SYN-000194,2026-09-01 14:32:31.328015,CUST-0184,MERCH-024,34.59,gaming,0
SYN-000195,2026-08-29 19:36:31.328015,CUST-0157,MERCH-066,21.95,dining,0
SYN-000196,2026-08-26 12:36:31.328016,CUST-0245,MERCH-090,5.7,digital,0
SYN-000197,2026-08-29 16:45:31.328017,CUST-0109,MERCH-090,15.39,gaming,0
SYN-000198,2026-08-31 03:07:31.328018,CUST-0098,MERCH-011,1.5,travel,0
SYN-000199,2026-08-27 04:30:31.328019,CUST-0240,MERCH-014,6.72,groceries,0
SYN-000200,2026-08-30 17:03:31.328020,CUST-0490,MERCH-083,80.48,retail,0
SYN-000201,2026-08-27 08:17:31.328021,CUST-0201,MERCH-085,21.7,gaming,0
SYN-000202,2026-09-01 14:37:31.328022,CUST-0121,MERCH-001,49.582204145658814,retail,1
SYN-000203,2026-08-27 19:09:31.328022,CUST-0116,MERCH-003,34.02,groceries,0
SYN-000204,2026-08-31 09:44:31.328023,CUST-0095,MERCH-044,36.76,dining,0
SYN-000205,2026-08-28 09:07:31.328024,CUST-0233,MERCH-012,93.88,travel,0
SYN-000206,2026-08-26 15:14:31.328025,CUST-0489,MERCH-054,118.9,digital,0
SYN-000207,2026-08-26 06:15:31.328026,CUST-0066,MERCH-031,43.87,travel,0
SYN-000208,2026-08-29 18:32:31.328027,CUST-0375,MERCH-021,79.18615805451698,groceries,1
SYN-000209,2026-08-31 00:03:31.328028,CUST-0217,MERCH-088,196.44,dining,0
SYN-000210,2026-08-25 19:28:31.328028,CUST-0014,MERCH-090,77.74,dining,0
SYN-000211,2026-09-01 06:55:31.328029,CUST-0272,MERCH-054,46.96,groceries,0
SYN-000212,2026-08-30 19:03:31.328030,CUST-0218,MERCH-016,19.75,travel,0
SYN-000213,2026-08-27 19:36:31.328031,CUST-0273,MERCH-069,4.26,retail,0
SYN-000214,2026-08-28 04:48:31.328032,CUST-0370,MERCH-050,11.47,travel,0
SYN-000215,2026-08-26 02:33:31.328032,CUST-0146,MERCH-079,19.09,gaming,0
SYN-000216,2026-08-31 08:48:31.328033,CUST-0331,MERCH-007,13.45,dining,0
SYN-000217,2026-08-26 22:56:31.328034,CUST-0343,MERCH-060,59.95,dining,0
SYN-000218,2026-08-30 17:23:31.328035,CUST-0452,MERCH-096,18.61,gaming,0
SYN-000219,2026-08-31 13:00:31.328036,CUST-0151,MERCH-009,9.24,gaming,0
SYN-000220,2026-08-31 11:11:31.328038,CUST-0346,MERCH-097,33.14,groceries,0
SYN-000221,2026-08-26 17:14:31.328039,CUST-0303,MERCH-018,8.77,travel,0
SYN-000222,2026-08-30 16:18:31.328039,CUST-0413,MERCH-013,3.93,retail,0
SYN-000223,2026-08-31 09:15:31.328040,CUST-0014,MERCH-066,33.43,travel,0
SYN-000224,2026-08-28 17:55:31.328041,CUST-0430,MERCH-054,18.68,gaming,0
SYN-000225,2026-08-28 02:20:31.328042,CUST-0378,MERCH-060,23.5,dining,0
SYN-000226,2026-08-31 02:09:31.328043,CUST-0485,MERCH-055,79.54,travel,0
SYN-000227,2026-08-29 10:58:31.328044,CUST-0382,MERCH-062,25.82,dining,0
SYN-000228,2026-08-31 11:52:31.328044,CUST-0427,MERCH-086,35.49,dining,0
SYN-000229,2026-08-27 01:59:31.328045,CUST-0353,MERCH-010,20.43,digital,0
SYN-000230,2026-08-27 02:34:31.328046,CUST-0410,MERCH-046,45.15,retail,0
SYN-000231,2026-08-28 03:38:31.328047,CUST-0083,MERCH-005,2.38,groceries,0
SYN-000232,2026-08-28 21:40:31.328048,CUST-0191,MERCH-033,9.26,gaming,0
SYN-000233,2026-08-29 22:13:31.328049,CUST-0040,MERCH-064,13.65,retail,0
SYN-000234,2026-09-01 13:32:31.328050,CUST-0351,MERCH-098,12.44,travel,0
SYN-000235,2026-08-28 09:07:31.328051,CUST-0323,MERCH-088,9.1,gaming,0
SYN-000236,2026-08-26 14:59:31.328051,CUST-0260,MERCH-063,18.5,gaming,0
SYN-000237,2026-08-26 08:26:31.328052,CUST-0308,MERCH-092,17.54,digital,0
SYN-000238,2026-08-31 07:45:31.328053,CUST-0377,MERCH-086,18.5,dining,0
SYN-000239,2026-08-28 23:31:31.328054,CUST-0135,MERCH-081,24.54,retail,0
SYN-000240,2026-08-29 14:06:31.328055,CUST-0277,MERCH-077,33.04,dining,0
SYN-000241,2026-08-30 14:06:31.328056,CUST-0105,MERCH-080,9.24,dining,0
SYN-000242,2026-08-27 18:36:31.328056,CUST-0006,MERCH-065,62.77982124332415,digital,1
SYN-000243,2026-08-27 14:34:31.328057,CUST-0405,MERCH-030,50.54,gaming,0
SYN-000244,2026-08-30 13:04:31.328058,CUST-0301,MERCH-082,7.83,gaming,0
SYN-000245,2026-08-25 21:20:31.328059,CUST-0029,MERCH-095,8.95,retail,0
SYN-000246,2026-08-31 04:19:31.328060,CUST-0125,MERCH-061,9.27,digital,0
SYN-000247,2026-08-31 22:40:31.328061,CUST-0356,MERCH-053,16.45,dining,0
SYN-000248,2026-08-29 14:55:31.328061,CUST-0399,MERCH-091,54.5,retail,0
SYN-000249,2026-08-28 08:59:31.328062,CUST-0078,MERCH-007,33.92,gaming,0
SYN-000250,2026-08-28 10:37:31.328063,CUST-0388,MERCH-041,8.39,dining,0
SYN-000251,2026-08-25 21:06:31.328064,CUST-0066,MERCH-040,123.13,dining,0
SYN-000252,2026-08-31 14:26:31.328065,CUST-0022,MERCH-058,10.02,retail,0
SYN-000253,2026-08-28 21:35:31.328066,CUST-0188,MERCH-039,3.97,groceries,0
SYN-000254,2026-08-26 01:17:31.328066,CUST-0073,MERCH-021,124.49,digital,0
SYN-000255,2026-08-29 19:55:31.328067,CUST-0004,MERCH-023,8.7,travel,0
SYN-000256,2026-08-26 21:09:31.328068,CUST-0406,MERCH-037,17.98,gaming,0
SYN-000257,2026-08-30 23:17:31.328069,CUST-0462,MERCH-001,17.57,dining,0
SYN-000258,2026-08-28 20:42:31.328070,CUST-0081,MERCH-040,271.3433016147833,gaming,1
SYN-000259,2026-09-01 16:16:31.328071,CUST-0024,MERCH-018,3.2,digital,0
SYN-000260,2026-08-31 05:14:31.328071,CUST-0263,MERCH-001,14.87,digital,0
SYN-000261,2026-08-30 16:33:31.328072,CUST-0478,MERCH-091,13.92,retail,0
SYN-000262,2026-08-29 07:01:31.328073,CUST-0404,MERCH-095,82.58,retail,0
SYN-000263,2026-08-29 16:01:31.328074,CUST-0001,MERCH-061,11.66,retail,0
SYN-000264,2026-08-30 18:05:31.328075,CUST-0277,MERCH-082,14.57,digital,0
SYN-000265,2026-09-01 01:58:31.328076,CUST-0327,MERCH-015,42.96,retail,0
SYN-000266,2026-08-26 22:42:31.328076,CUST-0342,MERCH-093,33.5,travel,0
SYN-000267,2026-08-28 18:55:31.328077,CUST-0223,MERCH-021,9.74,digital,0
SYN-000268,2026-08-27 22:10:31.328078,CUST-0071,MERCH-013,30.83,retail,0
SYN-000269,2026-08-29 15:01:31.328079,CUST-0067,MERCH-055,9.61,dining,0
SYN-000270,2026-08-26 03:42:31.328080,CUST-0319,MERCH-064,44.85,digital,0
SYN-000271,2026-08-29 08:03:31.328081,CUST-0093,MERCH-044,17.11,groceries,0
SYN-000272,2026-08-29 23:27:31.328082,CUST-0018,MERCH-053,5.72,groceries,0
SYN-000273,2026-08-25 23:55:31.328083,CUST-0127,MERCH-065,2.36,digital,0
SYN-000274,2026-08-28 13:39:31.328083,CUST-0342,MERCH-085,13.79,digital,0
SYN-000275,2026-08-31 21:36:31.328084,CUST-0081,MERCH-045,9.17,groceries,0
SYN-000276,2026-08-29 14:58:31.328085,CUST-0253,MERCH-032,15.81,dining,0
SYN-000277,2026-08-29 10:59:31.328086,CUST-0436,MERCH-078,19.12,dining,0
SYN-000278,2026-08-29 13:59:31.328087,CUST-0220,MERCH-049,2.96,dining,0
SYN-000279,2026-08-26 09:28:31.328088,CUST-0342,MERCH-021,9.68,travel,0
SYN-000280,2026-08-27 03:44:31.328088,CUST-0096,MERCH-039,17.65,gaming,0
SYN-000281,2026-08-30 08:28:31.328089,CUST-0051,MERCH-038,22.2,gaming,0
SYN-000282,2026-09-01 00:29:31.328090,CUST-0174,MERCH-040,44.62,travel,0
SYN-000283,2026-08-27 23:01:31.328091,CUST-0337,MERCH-074,53.01,dining,0
SYN-000284,2026-08-31 13:41:31.328092,CUST-0181,MERCH-067,15.82,groceries,0
SYN-000285,2026-08-30 08:38:31.328093,CUST-0427,MERCH-006,17.32,travel,0
SYN-000286,2026-08-26 16:00:31.328093,CUST-0352,MERCH-084,12.42,retail,0
SYN-000287,2026-08-28 15:39:31.328094,CUST-0390,MERCH-070,38.7,gaming,0
SYN-000288,2026-08-30 10:00:31.328095,CUST-0114,MERCH-003,13.67,travel,0
SYN-000289,2026-09-01 14:09:31.328096,CUST-0347,MERCH-075,7.64,groceries,0
SYN-000290,2026-08-29 08:21:31.328097,CUST-0000,MERCH-090,3.81,groceries,0
SYN-000291,2026-08-27 20:52:31.328098,CUST-0062,MERCH-058,7.79,digital,0
SYN-000292,2026-08-26 09:23:31.328098,CUST-0247,MERCH-080,15.4,groceries,0
SYN-000293,2026-08-28 20:34:31.328099,CUST-0230,MERCH-083,53.49,dining,0
SYN-000294,2026-08-27 04:38:31.328100,CUST-0225,MERCH-094,21.02,groceries,0
SYN-000295,2026-08-26 11:47:31.328101,CUST-0422,MERCH-025,22.52,travel,0
SYN-000296,2026-08-27 09:51:31.328102,CUST-0018,MERCH-030,20.15,travel,0
SYN-000297,2026-08-29 12:32:31.328103,CUST-0030,MERCH-098,72.23,travel,0
SYN-000298,2026-08-27 09:55:31.328103,CUST-0332,MERCH-072,33.38,groceries,0
